Customer_ID,Name 1,Street,Postal Code,City,Payment Term (Sales Org),Created on,Currency,Telephone 1
100754620,DNUATMS ENGINEERING Limited,1 Itigidi Link Road,900001,Abuja,60,01/03/2022,NGN,805 426 4900
100754621,EMZOR PHARMACEUTICAL INDUSTRIES,14 Kolawole Shonibare Street,100001,Isolo,CASH,01/03/2022,NGN,816 402 2997
100754622,RITE FOODS LIMITED,40 Adebola Hosue,100001,Ikeja,60,01/03/2022,NGN,815 499 0195
100754623,T1 MARINE SERVICES LIMITED,3RD FLOOR AQUA TOWERS COMPLEX,100001,Victoria Island,60,01/03/2022,NGN,809 500 4745
100754624,SEVEN-UP BOTTLING COMPANY,New Nsuka Road,400001,Amaeke Ngwo,60,01/03/2022,NGN,
100754625,SEVEN-UP BOTTLING COMPANY,KM12 Zaria kano Expressway,800001,Kano,60,01/03/2022,NGN,
100754626,SEVEN-UP BOTTLING COMPANY,Oluyole Industrial Estate,200001,Ibadan,60,01/03/2022,NGN,
100754627,SEVEN-UP BOTTLING COMPANY,Ogbor Hills,440001,Aba,60,01/03/2022,NGN,
100754628,SEVEN-UP BOTTLING COMPANY,Coca-cola Road,240001,Illorin,60,01/03/2022,NGN,
100754629,SEVEN-UP BOTTLING COMPANY,Kakuri,700001,Kaduna,60,01/03/2022,NGN,
4000160661,SONIA FOOD INDUSTRIES,KM 39 Lagos-Sagamu Expressway Drive,100001,Saganmu,60,01/03/2022,NGN,817 921 6899
4000160662,AIRCOTEC NIGERIA LIMITED,KM2 Iseri-Osun Road,100001,Ejigbo,60,01/03/2022,NGN,817 096 9355
4000160663,DIVCON ENGINEERING LIMITED,"House1, 62 Baileys court, Adesiyan",100001,Oshodi,60,01/03/2022,NGN,803 635 2036
100754630,SEVEN-UP BOTTLING COMPANY,"Iganmu Road, Ijora Olopa",100001,Ijora,60,01/03/2022,NGN,
100754631,SEVEN-UP BOTTLING COMPANY,304 Idu Industrial Layout,900001,Abuja,60,01/03/2022,NGN,
100754632,SAVIC PETROLEUM RESOURCES,"Plot 288 Marina District, Eko Atlan",500001,Port Harcourt,60,01/03/2022,NGN,803 525 0247
100754633,ALPHA PRESS NIGERIA LIMITED,15 Shipeolu Street,100001,ONIPANU,60,01/03/2022,NGN,803 448 2919
100754634,INTER-SNACK LIMITED,Plot 2 Lagelu Industrial Estate,200001,Ibadan,60,01/03/2022,NGN,816 651 6655
100754635,NAVGAS NIGERIA LIMITED,23 Creek Road,100001,Apapa,60,01/03/2022,NGN,144 061 45
100754636,African Industries Limited,KM 45 Ikorodu-Sagamu Road,100001,Ikorodu,60,01/03/2022,NGN,815 909 4092
100754637,DRAKTA PROJECTS LIMITED,18A WEBILOR WORGU STREET,500001,Port Harcourt,60,01/03/2022,NGN,803 230 2363
100754638,LEMON PRESS LIMITED,KM Owerri Express Road,440001,Aba,60,01/03/2022,NGN,802 935 1425
100754639,TANAMONT NIGERIA LIMITED,Plot E Ikosi Road,100001,Kosofe,60,01/03/2022,NGN,803 395 4275
4000160681,RANJY CONSTRUCTION &,41A Bishop Oluwole Street,100001,Victoria Island,60,01/03/2022,NGN,905 702 4009
4000160665,GOLDEN TRANSPORT LIMITED,Block B Gbagada Industrial Scheme R,100001,Gbagada,60,01/03/2022,NGN,812 900 846
4000160640,AWUJOOLA INVESTMENT,"7-9 Ogun State Housing, Corporation",110001,Abeokuta,60,01/03/2022,NGN,802 966 0966
100754640,RELIANCE CHEMICAL PRODUCTS,Raufu Taylor Close,100001,Victoria Island,60,01/03/2022,NGN,814 130 6961
100754641,Ekesen Nigeria Limited,NO.31 IKORODU ROAD,100001,JIBOWU,60,01/03/2022,NGN,803 343 3596
100754642,THE STEFCOS - TOGO COMPANY,Zone Portuaire - Quartier,12345,LOME,60,01/03/2022,NGN,22891062013
100754643,ULTIMATE GAS LIMITED,PLOT 83 TOKARAWA INDUSTRIA AREA,800001,HOTORO,60,01/03/2022,NGN,803 326 2333
100754644,OPANIL NIGERIA LIMITED,KM2 Opete Road,320001,Warri,60,01/03/2022,NGN,803 777 0565
100754645,FIDSON HEALTHCARE LIMITED,268 Ikorodu Road,100001,OBANIKORO,60,01/03/2022,NGN,805 540 1763
100754646,CROWN CERAMICS NIGERIA,Abeokuta Expressway,110001,Ado Odo,60,01/03/2022,NGN,706 512 0406
100754647,FABYC INTEGRATED SERVICES,"11C Finima Street, Old GRA Road",500001,Port Harcourt,60,01/03/2022,NGN,818 808 9200
100754648,DANGOTE SUGAR REFINERY PLC,"TERMINAL E, GREENVIEW BUILDING",100001,Apapa,60,01/03/2022,NGN,807 149 0872
100754649,SHELL PETROLEUM DEVELOPMENT,SHELL INDUSTRIAL AREA,500001,PORT HARCOURT,60,01/03/2022,NGN,807 033 9613
4000160699,PRIME SOURCES LIMITED,"Plot 190 Peter Odili Road, Trans-am",500001,Port Harcourt,60,01/03/2022,NGN,
1001113014,VEEPEE INDUSTRIES LIMITED,KM 38 ABEOKUTA EXPRESSWAY,110001,ABEOKUTA,CASH,01/03/2022,,
100754294,Greenville LNG - Igbese,Ogun Guangdong free trade zone,110001,Igbesa,CASH,01/03/2022,NGN,703 659 3887
100754650,GRACECO LIMITED,5-9 Temitayo Street,100001,Alagbado,60,01/03/2022,NGN,809 393 1020
100754651,SEVEN-UP BOTTLING COMPANY,Mobolaji Johnson Way,100001,Ikeja,60,01/03/2022,NGN,805 649 1139
100754652,KAIZEN GLOBAL LIMITED,1 Dr. Omon Ebhomenye Street,100001,Lekki,60,01/03/2022,NGN,703 856 2951
100754653,PURE FLOUR MILLS LIMITED,68B Uniport Road,500001,Port Harcourt,60,01/03/2022,NGN,811 394 3143
100754654,NOWEROX GROUP,KM 68 New Airport Road,500001,Port Harcourt,60,01/03/2022,NGN,809 194 1899
100754655,DANGOTE PACKAGING LIMITED,3 Oba Akran Road,100001,Ikeja,60,01/03/2022,NGN,817 098 9769
100754656,ENERGY WORKS TECHNOLOGY,41-42 AKIN ADESOLA STREET,100001,Victoria Island,60,01/03/2022,NGN,807 629 0120
100754657,VISTA INTERNATIONAL,BLOCK I JIMOH ODUTOLA STREET,100001,Surulere,60,01/03/2022,NGN,905 392 0616
100754658,FAJENG COMPANY NIGERIA,34 BEN PARADISE STREET,500001,Port Harcourt,60,01/03/2022,NGN,806 327 8040
100754659,TOSETT AGRO INDUSTRIES LIMITED,25/26 Shagamu-Benin Expressway,110001,Abeokuta,60,01/03/2022,NGN,803 308 4095
4000160701,PHILMADEL VENTURES LIMITED,9 Archbishop Oluwatosin Street,100001,Ejigbo,60,01/03/2022,NGN,808 815 7771
4000160703,AMPLE SYSTEM PROJECTS LIMITED,5 Yinusa Adeniji Street,100001,Ikeja,60,01/03/2022,NGN,901 561 6169
4000160704,NORTHERN NOODLES LIMITED,"168 KACHIA ROAD, REFINERY",700001,Kaduna,60,01/03/2022,NGN,907 031 4528
100754660,STANDARD COST CONSTRUCTION,Suite 2016 Ambeez Plaza,900001,Abuja,60,01/03/2022,NGN,803 787 4386
100754661,Hayat Kimya Nigeria Limited,74 Allen Avenue,100001,Ikeja,60,01/03/2022,NGN,908 706 5403
100754662,SUNTORY BEVERAGE AND,KM 32 Igbesa Road,110001,Agbara,60,01/03/2022,NGN,803 334 6216
100754663,Whycross Prints Nigeria,Coker Road,100001,Ilupeju,60,01/03/2022,NGN,8033356550
100754664,COCOA PRODUCTS LIMITED,KM 2 Ono Road,340001,Ile-Oluji,60,01/03/2022,NGN,805 869 5972
100754665,A & P FOODS LIMITED,7 HENRY CARR STREET,100001,Ikeja,60,01/03/2022,NGN,709 811 8595
100754666,BASF WEST AFRICA LIMITED,1 Ilupeju Bypass,100001,Ilupeju,60,01/03/2022,NGN,903 886 9135
100754667,KIMBERLY CLARK SSA,7 Fatai Atere Way,100001,Oshodi,60,01/03/2022,NGN,802 303 8734
100754668,ENGEEPET MANUFACTURING,3 Bomadi close,110001,Abeokuta,CASH,01/03/2022,NGN,902 497 5201
100754669,DHAMES OIL & GAS LIMITED,1 Etete Road,300001,Benin,60,01/03/2022,NGN,803 429 9412
4000160709,JOF NIGERIA LIMITED,Block D Opic Industrial Estate,100001,Agbara,60,01/03/2022,NGN,805 445 4605
4000160710,QG Konstruktion AB,"House 22 C North Ridge, Extension",GA 184,Accra North,60,01/03/2022,NGN,
1001557453,PLATEFORME INDUSTRIELLE D’ADETIKOPÉ,"1 RUE NATIONALE, ADÉTIKOPÉ",BP12917,LOME,CASH,8/18/2023,NGN,+228 22530170
100754670,NIGER DELTA POWER HOLDING COMPANY,1490 Samuel Ademulegun Avenue,900001,Abuja,60,01/03/2022,NGN,708 466 5492
100754671,CHI LIMITED,14 CHIVITA AVENUE,100001,Ajao,60,01/03/2022,NGN,708 526 0940
100754672,PNG GAS LIMITED,Plot 293 Akin Olugbade Street,100001,Victoria Island,60,01/03/2022,NGN,803 710 7687
100754673,TechnipFMC Nigeria Limited,"OIL & GAS FREE ZONE, FOT",500001,PORTHARCOURT,60,01/03/2022,NGN,813 466 7249
100754674,AXXELA LIMITED,2 Ajose Adeogun Street,100001,Victoria Island,60,01/03/2022,NGN,805 038 4195
100754675,NASCON ALLIED INDUSTRIES,15B Ikosi Road,100001,Ikeja,60,01/03/2022,NGN,807 048 0032
100754676,GODREJ NIGERIA LIMITED,PLOT 2A AYODELE DIYAN STREET,100001,Ikeja,60,01/03/2022,NGN,808 023 3306
100754677,FIRST TRICON LIMITED,Bo-Kenema Highway,.,Kenema,60,01/03/2022,NGN,703 504 8329
100754678,MICHAEL RAYMON NIGERIA,1 Udi Street,500001,Port Harcourt,60,01/03/2022,NGN,807 637 2425
100754679,SHEBAH EXPLORATION & PRODUCTION,10C Lugard Road,100001,Ikoyi,60,01/03/2022,NGN,803 522 9385
4000160719,SIRIUS CONSTRUCTION,3 Maryland Crescent,100001,Maryland,60,01/03/2022,NGN,
106097116,IE IKORODU GAS NIGERIA LIMITED,"15B BAYO KUKU STREET, IKOYI",100001,Lagos,CASH,8/29/2022,NGN,
4000287000,MAFSUN ENGINEERING LIMITED,15 EFAB CITY ESTATE,900001,ABUJA,CASH,10/05/2022,NGN,8092247779
100754680,FAS AGRO INDUSTRIAL,Plot 38 Sharada Industrial,800001,Kano,60,01/03/2022,NGN,816 000 7946
100754681,RAINBOW CARDS LIMITED,13 Ogunsola Close Off Iperu-Akesan,100001,Alimosho,60,01/03/2022,NGN,9022718430
100754682,LIFE FLOUR MILL LIMITED,354 Ogorode Industrial Estate,320001,Warri,60,01/03/2022,NGN,703 408 2012
100754683,KM ENGINEERING & SERVICE S.R.L,Viale Italia 592,29021,Sesto San Giovanni,60,01/03/2022,NGN,2086396939
100754684,PFL ENGINEERING SERVICES,160A Nta Road,500001,Port Harcourt,60,01/03/2022,NGN,814 743 522
100754685,TASTY UNITED BEVERAGES LIMITED,32 Jibowu Way,200001,Ibadan,60,01/03/2022,NGN,708 888 8233
100754686,INTERNATIONAL TOBACCO COMPANY,17 Agba Road,240001,Ilorin,60,01/03/2022,NGN,312 230 05
100754687,BAGCO - FLOUR MILLS OF NIGERIA PLC,Plot 47/49 Sharada Industrial Estat,800001,Kano,60,01/03/2022,NGN,806 849 2667
100754688,OLAM NIGERIA LIMITED,5-6 Abebe Village Road,100001,Abulenla,60,01/03/2022,NGN,807 549 242
100754689,INTERNATIONAL ENGINEERING &,36 Rue de Neudorf,2222,Luxembourg,60,01/03/2022,NGN,323 334 0370
4000160725,DANGOTE PACKAGING LIMITED,"Ilaro Road, Egbado South",110001,Abeokuta,60,01/03/2022,NGN,811 609 2401
4000160729,KUKER FARMS LIMITED,"Isaga Orile, Off Joga-Orile",110001,Abeokuta,60,01/03/2022,NGN,
4000160730,BLACKAPPLE LIMITED,"KM 42 Abule Foli, Lekki - Epe Expre",100001,Lekki,60,01/03/2022,NGN,
100754690,DOVEWELL OILFIELD SERVICES,"Plot 10c JC international street, N",500001,Port Harcourt,60,01/03/2022,NGN,811 570 7349
100754691,SKYRUN INTERNATIONAL,Flat 102 Cftz Estate,100001,Victoria Island,60,01/03/2022,NGN,806 026 8246
100754692,PRESCO PLC,KM 22 Benin-Sapele Road,300001,Benin,60,01/03/2022,NGN,810 694 6175
100754693,SIAT NIGERIA LIMITED -,"KM6 Ubima Estate, Elele-Owerri",500001,Portharcourt,60,01/03/2022,NGN,812 913 0422
100754694,SOCIETE DE COMPOUDAGE,Omole Phase 1,100001,Ikeja,60,01/03/2022,NGN,703 734 2124
100754695,KAMBELLDECO ENTERPRISES,7 Abioye Street,100001,Lagos,60,01/03/2022,NGN,807 889 0750
100754696,SPRINGMARINE NIGERIA LIMITED,6A King Perekule Road,500001,Port Harcourt,60,01/03/2022,NGN,803 471 4821
100754697,ALUMINIUM ROLLING MILLS LIMITED,Block IV Tower Avenue,110001,Sango Ota,60,01/03/2022,NGN,816 162 0700
100754698,UNICANE INDUSTRIES LIMITED,Before Murtala Muhammed Bridge,260001,Lokoja,60,01/03/2022,NGN,907 775 5567
100754699,SUNOLA FOODS PACKAGING LIMITED,Afprint Compound (Gate Two),100001,Isolo,60,01/03/2022,NGN,803 227 5322
4000160740,Sadat Nigeria limited,6 Shomuyiwa Street,100001,Gbagada,60,01/03/2022,NGN,8023417076
4000323759,ROMTEC INVESTMENT COMPANY LIMITED,"Plot 4 Limca Way, Oshodi-Isolo",100253,Lagos,CASH,06/06/2023,NGN,2.35E+12
4000160744,FW DREDGING LIMITED,"23 obagi Street,GRA phase 1",500001,Port Harcourt,60,01/03/2022,NGN,
1001521850,BUA FOODS PLC - IRS2,1 Nigerian Ports Authority,500001,Port Harcourt,CASH,04/06/2023,NGN,8081667485
106097139,Enifome Nigeria Limited,"2 UBIAME CLOSE , EFFURUN",101100,DELTA,CASH,8/29/2022,NGN,8112825329
4000160755,MACMANNIE CONSULTING GROUP,16 Olatunji Street,100001,Oregun,60,01/03/2022,NGN,8174588507
4000160762,BELOXXI INDUSTRIES LIMITED -,Plt C21/5A Anioma Road,110001,Agbara,60,01/03/2022,NGN,909 779 9054
4000160781,ASHAKACEM PLC,"1 Ashaka Works, Funakaye",760001,Gombe,60,01/03/2022,NGN,808 313 4309
106083445,GENTEC ENERGY PLC,Unit 7 Chancerygate Close,HA40 0JA,Middlesex,CASH,02/09/2022,USD,+44 (0) 7968 ...
4000160722,MITREWOOD NIGERIA LIMITED,Elemoro Street,100001,Ibeju Lekki,60,01/03/2022,NGN,
100754408,AFRICAN MINERALS & LOGISTICS,16 SECOND FLOOR UBA BUILDING,100001,APAPA,CASH,01/03/2022,NGN,8033194912
100754398,BGEN LIMITED,"Firecrest Court, Centre Park",CH34,Warrington,60,01/03/2022,NGN,4.43E+11
4000160800,CENTURY ENERGY SRVICES,Plot 21 Adedeji Adelowo Street,100001,Lekki,60,01/03/2022,NGN,170 098 25
4000160801,CHEVRON NIGERIA LIMITED,2 Chevron Drive,100001,Lekki,60,01/03/2022,NGN,127 722 22
4000201140,FEDOZ NIGERIA LIMITED,Plot 33 Trans Amadi Industrial Layo,500001,Port Harcourt,15,4/21/2022,NGN,+234 816 506 ...
4000160803,MOBIL PRODUCING NIGERIA,1 Mobil House,100001,Victoria Island,60,01/03/2022,NGN,126 216 40
4000160809,R.T. BRISCOE NIGERIA PLC,16/18 Fatai Atere Street,100001,Matori,60,01/03/2022,NGN,703 868 8304
4000160810,UNITED TECHNICAL & ALLIED,110/114 Oshodi-Apapa Expressway,100001,Isolo,30,01/03/2022,NGN,8088888827
4000160811,DNUNIGERIAN BREWERIES PLC-IGANMU,ABEBE VILLAGE ROAD,100001,Iganmu,60,01/03/2022,NGN,
4000160812,NIGERIAN BREWERIES PLC-IBADAN,KM3 New Ife Road,200001,Ibadan,60,01/03/2022,NGN,
106107368,IKLIN INDUSTRIAL SOLUTIONS LIMITED,1 Omowunmi street,100001,Mushin,CASH,2/13/2023,NGN,
4000160815,NIGERIAN BREWERIES PLC-KAKURI,"Makera Road, Industrial Layout",700001,Kakuri,60,01/03/2022,NGN,
1001471431,SARATOGA ENERGY RESOURCES,"No. 10 Mayaki Usman, Off Admiralty",100001,Lagos,CASH,10/04/2022,NGN,
106103712,DANGOTE CEMENT PLC - OKPELLA PLANT,KM 158 Benin-Okene Road,312107,Okpella,60,12/09/2022,NGN,2341460643
4000160821,WEST AFRICAN CERAMICS,"Ogura Village, Nr. Niger Bridge",260001,Lokoja,CASH,01/03/2022,NGN,8128956742
106105542,Fortyfour Services Limited,"1 Ogini Flow Station, Ozoro",320001,Delta,15,1/16/2023,NGN,
1001555673,RHEO ENERGY,"5A Road 13, Federal Housing Estate",500001,Port Harcourt,CASH,08/10/2023,NGN,+234 8082833205
4000160824,AF RUBBER & PLASTIC,Plot 38/39 Sharada Industrial Estat,800001,Kano,CASH,01/03/2022,NGN,803 333 9889
4000160825,JULIUS BERGER NIGERIA PLC,10 Shettima A Munguno Street,900001,Abuja,60,01/03/2022,NGN,803 906 7000
4000160829,ROYAL SALT LIMITED,"45 Lobito Crescent, Wuse",900001,Abuja,CASH,01/03/2022,NGN,
4000160739,ELALAN CONSTRUCTION COMPANY,9 Macgregor Street,100001,Ikoyi,60,01/03/2022,NGN,2.35E+12
4000160830,ITEX FURNITURE COMPANY,C16 Cadastral Zone,900001,Abuja,CASH,01/03/2022,NGN,806 903 9841
4000160831,FEMIMAT CONCEPT LIMITED,3 Oduyemi Street,100001,Ikeja,CASH,01/03/2022,NGN,805 775 3635
4000160832,INDORAMA PET NIGERIA LIMITED,East West Expressway,500001,Port Harcourt,45,01/03/2022,NGN,807 630 7233
4000160833,CHAMPION BREWERIES PLC,Industrial Layout,520001,Uyo,45,01/03/2022,NGN,807 229 0942
4000160834,DIAMOND SUPER SACKS LIMITED,Plot 18/19 Sharada Industrial Estat,800001,KUMBOTSO,CASH,01/03/2022,NGN,806 737 8888
4000160835,ADAMA BEVERAGES LIMITED,Kofare Industrial Area,640001,Yola,CASH,01/03/2022,NGN,706 062 7815
4000343894,G-5 PLUS BREWERIES INC,80 C/O LISCR 80 Broad Street Monrov,1000,MONROVIA,4,10/26/2023,NGN,00231 777549423
4000160841,MEDAST LIMITED,D19 Sabonale Complex,900001,Abuja,CASH,01/03/2022,NGN,803 592 7848
4000160842,GAYSAN SERVICES LIMITED,45 Okere Road,320001,Warri,45,01/03/2022,NGN,8039799097
4000160843,GEOGRAPHY CONCEPTS ENTERTAINMENT,19 Nehemiah School Road,320001,Warri,CASH,01/03/2022,NGN,805 150 9421
4000160844,SEPLAT PETROLEUM,25A Lugard Avenue,100001,Ikoyi,45,01/03/2022,NGN,816 348 1435
100754700,NASCO FOODS NIGERIA LIMITED,1 Old Airport Road,930001,Jos,60,01/03/2022,NGN,809 340 2826
100754701,LABANA RICE MILLS LIMITED,Kwalla Village,860001,BAGUDO,60,01/03/2022,NGN,708 371 3532
100754702,CHRITAMARK NETWORK LIMITED,47/57 Martins Street,100001,Victoria Island,60,01/03/2022,NGN,802 578 0375
100754703,PLATFORM PETROLEUM LIMITED,6 Lasode Crescent,100001,Lagos,60,01/03/2022,NGN,703 168 4952
100754704,BITOLK ENGINEERING,36 Orominike Street,500001,Port Harcourt,60,01/03/2022,NGN,803 669 1670
100754705,DEWAVES INTEGRATED,Plot 5 Damigo Street,930001,Jos South,60,01/03/2022,NGN,905 176 8912
100754706,Tropical Concerns Limited,15 Old Kano Road,740001,Azare,60,01/03/2022,NGN,703 213 0210
100754707,VALID CARD NIGERIA LIMITED,KM 22 Lekki - Epe Expressway,100001,Lekki,60,01/03/2022,NGN,809 387 1110
100754708,NIGER SANITARY INDUSTRIAL,1 Damson Street,100001,Ikeja,60,01/03/2022,NGN,803 307 5009
100754709,ODICHE RESOURCES LIMITED,1001 Old Enugu Road,840001,Abakaliki,60,01/03/2022,NGN,803 590 3126
4000160853,MAY AND BAKER NIGERIA PLC,3/5 Sapara Street,100001,Ikeja,60,01/03/2022,NGN,803 553 1282
4000160854,PZ CUSSON PLC,45/47 Town Planning Way,100001,Ilupeju,45,01/03/2022,NGN,803 323 9253
4000160859,MANTRAC NIGERIA LIMITED,Plot 785 Samuel Ademulegun Avenue,900001,Abuja,CASH,01/03/2022,NGN,703 400 0134
100754710,Tropical Naturals Limited,10 Wempco Road,100001,Ikeja,60,01/03/2022,NGN,818 347 2834
100754711,VIVA METAL & PLASTICS,Khadija Ogwu Road,800001,Gunuwawa,60,01/03/2022,NGN,803 408 0823
100754712,ARCHIMETRIC LIMITED,32 Toyin Street,100001,Ikeja,60,01/03/2022,NGN,803 085 4494
100754713,INNER GALAXY STEEL COMPANY,AHALA UKWU VILLAGE,440001,UKWA WEST LGA,60,01/03/2022,NGN,907 714 9598
100754714,BUA CEMENT PLC - SOKOTO,KM10 Kalambaina Road,840001,Sokoto,60,01/03/2022,NGN,807 189 193
